session_id, cue, coungruent_incongruent, left_right, up_down, RT
1;spatial_cue;incongruent;left;up;0.8;right
1;double_cue;incongruent;left;up;0.8;right
1;no_cue;incongruent;right;up;0.9;right
1;central_cue;congruent;left;up;1.4;wrong
1;no_cue;congruent;left;down;1.4;wrong
1;no_cue;incongruent;left;down;1.4;wrong
1;double_cue;incongruent;right;up;1.4;wrong
1;spatial_cue;incongruent;right;up;1.4;wrong
1;double_cue;incongruent;left;up;1.4;wrong
1;spatial_cue;congruent;right;up;1.4;wrong
1;double_cue;congruent;right;down;1.4;wrong
1;spatial cue;incongruent;right;up;1.4;wrong
1;no_cue;congruent;left;down;1.4;wrong
1;spatial_cue;congruent;left;down;1.4;wrong
1;central_cue;incongruent;left;down;1.4;wrong
1;central_cue;congruent;left;up;1.4;wrong
1;central_cue;congruent;right;up;1.4;wrong
1;central_cue;congruent;right;up;1.4;wrong
1;no_cue;congruent;left;up;1.4;wrong
1;no_cue;incongruent;right;down;1.4;wrong
1;central_cue;incongruent;left;up;1.4;wrong
1;central_cue;congruent;right;down;1.4;wrong
1;no_cue;congruent;right;up;1.4;wrong
1;central_cue;incongruent;left;up;1.4;wrong
1;spatial_cue;congruent;right;up;1.4;wrong
1;spatial_cue;congruent;left;up;1.4;wrong
1;spatial_cue;congruent;left;up;1.4;wrong
1;double_cue;incongruent;right;up;1.4;wrong
1;double_cue;congruent;right;up;1.4;wrong
1;central_cue;congruent;left;down;1.4;wrong
1;central_cue;incongruent;right;down;1.4;wrong
1;central_cue;incongruent;right;down;1.4;wrong
1;spatial_cue;congruent;right;up;1.4;wrong
1;central_cue;congruent;right;down;1.4;wrong
1;spatial_cue;incongruent;right;up;1.4;wrong
1;spatial_cue;congruent;left;down;1.4;wrong
1;central_cue;congruent;left;down;1.4;wrong
1;double_cue;congruent;left;up;1.4;wrong
1;central_cue;incongruent;left;down;1.4;wrong
1;double_cue;congruent;right;down;1.4;wrong
1;no_cue;congruent;right;up;1.4;wrong
1;no_cue;incongruent;left;up;1.4;wrong
1;spatial cue;incongruent;right;up;1.4;wrong
1;double_cue;congruent;left;up;1.4;wrong
1;spatial_cue;congruent;right;up;1.4;wrong
1;no_cue;incongruent;right;down;1.4;wrong
1;double_cue;congruent;right;up;1.4;wrong
1;central_cue;incongruent;right;up;1.4;wrong
1;double_cue;incongruent;left;up;1.4;wrong
1;double_cue;incongruent;right;down;1.4;wrong
1;double_cue;congruent;left;up;1.4;wrong
1;no_cue;congruent;left;up;1.4;wrong
1;no_cue;congruent;right;up;1.4;wrong
1;no_cue;incongruent;right;up;1.4;wrong
1;central_cue;incongruent;right;up;1.4;wrong
1;double_cue;congruent;left;up;1.4;wrong
1;spatial_cue;incongruent;left;down;1.4;wrong
1;no_cue;congruent;right;up;1.4;wrong
1;no_cue;incongruent;left;down;1.4;wrong
1;double_cue;incongruent;right;down;1.4;wrong
1;spatial_cue;incongruent;left;up;1.4;wrong
1;spatial_cue;incongruent;left;down;1.4;wrong
1;no_cue;incongruent;left;up;1.4;wrong
1;double_cue;incongruent;left;up;1.4;wrong
2;no_cue;incongruent;left;down;1.4;wrong
2;spatial_cue;congruent;left;down;1.4;wrong
2;central_cue;incongruent;left;down;1.4;wrong
2;spatial_cue;incongruent;left;down;1.4;wrong
2;central_cue;congruent;right;down;1.4;wrong
2;double_cue;congruent;right;up;1.4;wrong
2;no_cue;incongruent;left;up;1.4;wrong
2;double_cue;incongruent;right;down;1.4;wrong
2;no_cue;congruent;right;up;1.4;wrong
2;double_cue;incongruent;left;up;1.4;wrong
2;spatial_cue;incongruent;right;up;1.4;wrong
2;double_cue;incongruent;left;up;1.4;wrong
2;no_cue;incongruent;right;down;1.4;wrong
2;central_cue;congruent;left;down;1.4;wrong
2;central_cue;incongruent;right;down;1.4;wrong
2;central_cue;congruent;right;up;1.4;wrong
2;no_cue;congruent;left;up;1.4;wrong
2;spatial_cue;congruent;right;up;1.4;wrong
2;no_cue;congruent;left;up;1.4;wrong
2;double_cue;congruent;left;up;1.4;wrong
2;double_cue;incongruent;left;up;1.4;wrong
2;no_cue;incongruent;left;down;1.4;wrong
2;spatial cue;incongruent;right;up;1.4;wrong
2;double_cue;incongruent;right;up;1.4;wrong
2;no_cue;congruent;right;up;1.4;wrong
2;spatial_cue;incongruent;left;up;1.4;wrong
2;central_cue;incongruent;right;down;1.4;wrong
2;central_cue;incongruent;right;up;1.4;wrong
2;double_cue;congruent;left;up;1.4;wrong
2;central_cue;congruent;left;down;1.4;wrong
2;spatial_cue;congruent;right;up;1.4;wrong
2;double_cue;congruent;left;up;1.4;wrong
2;spatial_cue;incongruent;right;up;1.4;wrong
2;spatial_cue;incongruent;left;down;1.4;wrong
2;spatial_cue;congruent;left;up;1.4;wrong
2;spatial_cue;congruent;left;up;1.4;wrong
2;central_cue;incongruent;left;up;1.4;wrong
2;double_cue;incongruent;right;up;1.4;wrong
2;no_cue;incongruent;right;down;1.4;wrong
2;no_cue;congruent;right;up;1.4;wrong
2;spatial_cue;incongruent;left;up;1.4;wrong
2;double_cue;congruent;right;down;1.4;wrong
2;spatial cue;incongruent;right;up;1.4;wrong
2;double_cue;congruent;right;down;1.4;wrong
2;central_cue;congruent;right;down;1.4;wrong
2;double_cue;incongruent;right;down;1.4;wrong
2;spatial_cue;congruent;right;up;1.4;wrong
2;central_cue;incongruent;left;down;1.4;wrong
2;spatial_cue;congruent;right;up;1.4;wrong
2;central_cue;congruent;left;up;1.4;wrong
2;double_cue;incongruent;left;up;1.4;wrong
2;no_cue;incongruent;left;up;1.4;wrong
2;central_cue;incongruent;right;up;1.4;wrong
2;no_cue;incongruent;right;up;1.4;wrong
2;no_cue;congruent;right;up;1.4;wrong
2;no_cue;congruent;left;down;1.4;wrong
2;no_cue;incongruent;right;up;1.4;wrong
2;central_cue;incongruent;left;up;1.4;wrong
2;central_cue;congruent;right;up;1.4;wrong
2;double_cue;congruent;left;up;1.4;wrong
2;spatial_cue;congruent;left;down;1.4;wrong
2;double_cue;congruent;right;up;1.4;wrong
2;no_cue;congruent;left;down;1.4;wrong
2;central_cue;congruent;left;up;1.4;wrong